"age","sex","experience","experience_role","experience_years","hard_skills","soft_skills","certifications","degree","training","job_field","job_position"
27,"female",0.015580887,0.315841436,NA,0.333423793,0.529592454,"FALSE","hotel and restaurant management","TRUE","services","hotel and restaurant staff"
34,"female",0.420957744,0.23025015,9,0.541733444,0.650038838,"TRUE","financial management","FALSE","accounting & finance","auditor"
33,"male",0.523796737,0.410272598,8,0.525850415,0.522033036,"FALSE","visual communication","TRUE","arts & communication","illustrator"
34,"female",0.405966282,0.370824575,11,0.339715749,0.265271425,"FALSE","economics","FALSE","accounting & finance","financial advisor"
25,"male",0.27534017,0.266856164,3,0.328895271,0.324410826,"FALSE",NA,"FALSE","hr & admin","clerk"
NA,"male",0.513313055,0.5706389,24,0.498873413,0.312049866,"FALSE","business administration","FALSE","hr & admin","recruiter"
28,"female",0.175151974,0.300571144,3,0.259447217,0.19697383,"TRUE","polysomnography","TRUE","healthcare","registered nurse"
32,"male",0.46279943,0.225232616,6,0.375671566,0.662597299,"FALSE","information technology","FALSE","computer & it","system analyst"
30,"female",0.513646066,0.259735554,6,0.574386954,0.518707633,"TRUE","visual design","TRUE","arts & communication","illustrator"
33,"male",0.366906494,0.359582961,6,0.401902735,0.224618837,"FALSE",NA,"FALSE","hr & admin","project coordinator"
28,"male",0.515332341,0.309604764,3,0.468106776,0.526679873,"FALSE","visual communications","TRUE","arts & communication","graphic designer"
29,"male",0.170632839,0.271670073,5,0.4147062,0.251053721,"TRUE","robotics engineering","TRUE","healthcare","medical laboratory technologist"
27,"male",0.307377934,0.289542079,3,0.366982371,0.232775152,"FALSE","business administration","TRUE","hr & admin","project coordinator"
NA,"female",0.363292575,0.334937751,2,0.264102519,0.028755687,"FALSE","information technology","FALSE","computer & it","system analyst"
29,"male",0.186492234,0.285198182,3,0.328790128,0.07722035,"FALSE",NA,"TRUE","healthcare","medical laboratory technologist"
NA,"female",0.353818715,0.260190457,NA,0.43775484,0.482285291,"FALSE","business management","TRUE","services","hotel and restaurant staff"
27,"female",0.158121943,0.277419478,5,0.282725751,0.311511099,"TRUE","healthcare administration (mha)","FALSE","healthcare","pharmacist"
30,"female",0.560595989,0.295119792,3,0.388547301,0.621259928,"FALSE","computer science","FALSE","computer & it","software engineer"
28,NA,0.293074191,0.502731681,1,0.339715749,0.330499202,"FALSE","economics","FALSE","accounting & finance","financial advisor"
32,"male",0.254685521,0.36575684,14,NA,0.486970484,"FALSE","business management","FALSE","accounting & finance","financial advisor"
28,"male",0.039198902,0.2096688,5,0.532288134,0.671467662,"TRUE","accountancy","FALSE","accounting & finance","accountant"
NA,"female",0.337376177,0.108846173,3,0.525636435,0.346997678,"TRUE","business management","FALSE","hr & admin","recruiter"
29,"female",0.175151974,0.341997027,3,0.432586014,0.432797998,"TRUE","speech-language pathology","TRUE","healthcare","registered nurse"
24,"male",0.157896355,0.414410233,1,0.371214867,0.482458293,"FALSE",NA,"TRUE","services","customer service representative"
30,"male",0.542996585,0.215908512,4,0.37098673,NA,"FALSE","computer science","FALSE","computer & it","software engineer"
28,"female",0.540647686,0.328020811,4,0.457522273,NA,"FALSE","information technology","FALSE","computer & it","application developer"
29,"female",0.440957963,0.359340012,4,0.567337394,0.517165065,"FALSE","interactive design","TRUE","arts & communication","illustrator"
33,"male",0.043394651,0.229183882,8,0.353941202,NA,"FALSE","computer science","FALSE","computer & it","application developer"
29,"female",0.440303594,0.355897963,NA,0.407468438,0.583770514,"FALSE","hospitality management","TRUE","services","hotel and restaurant staff"
43,"male",0.271533251,0.332869291,14,0.338536114,0.343456864,"TRUE","accountancy","FALSE","accounting & finance","accountant"
25,"female",0.327913105,0.223032862,1,0.329085171,0.366297722,"FALSE",NA,"TRUE","services","hotel and restaurant staff"
44,"male",0.441823,0.277072,11,0.198533982,0.302285969,"TRUE","business management","TRUE","education","college professor"
49,"male",0.445037842,0.20640485,1,0.56892848,0.614233732,"FALSE","communications","TRUE","arts & communication","public relations"
31,"male",0.255409896,0.212745264,5,0.335001945,0.30658782,"FALSE",NA,"FALSE","hr & admin","project coordinator"
31,"male",0.614780247,0.295119792,5,0.413473219,NA,"FALSE","computer science","TRUE","computer & it","database administrator"
28,"female",0.186492234,0.25929296,2,0.2296138,0.254617065,"TRUE","nursing","TRUE","healthcare","registered nurse"
28,"male",0.175151974,0.302951485,3,0.351276726,0.432797998,"TRUE","nursing","TRUE","healthcare","registered nurse"
42,"male",0.262621701,0.269803971,19,0.339715749,0.390672922,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
31,"female",0.187347591,0.360018969,2,0.230375111,0.226226062,"FALSE","healthcare administration","TRUE","healthcare","medical assistant"
32,"male",0.533203244,0.349163115,5,0.64072752,0.508545637,"FALSE","graphic design","TRUE","arts & communication","illustrator"
29,"male",0.043394651,0.315837204,2,0.483339578,0.466342986,"FALSE","computer engineering","FALSE","computer & it","application developer"
27,"male",0.043394651,0.285907388,3,0.532107294,0.64358753,"FALSE","information technology","FALSE","computer & it","system analyst"
26,"female",0.557973981,0.238623917,2,0.358356833,0.028755687,"FALSE","computer science","FALSE","computer & it","software engineer"
31,"male",0.44618845,0.311228067,4,0.468106776,0.526679873,"FALSE","visual communications","TRUE","arts & communication","graphic designer"
28,"female",0.623090088,0.322405219,5,0.46682027,0.739460766,"FALSE","computer science","FALSE","computer & it","database administrator"
26,"male",0.134291828,0.310752124,1,0.447964996,0.478466213,"FALSE",NA,"TRUE","services","customer service representative"
52,"male",0.419119418,0.313282549,12,0.544851661,0.62875855,"TRUE","accountancy","FALSE","accounting & finance","bookkeeper"
30,"male",0.046006121,0.284679085,2,0.514170468,0.62875855,"TRUE","accountancy","TRUE","accounting & finance","bookkeeper"
30,"male",0.172661483,0.239299387,4,0.561466694,0.570135713,"TRUE","event management","TRUE","arts & communication","event planner"
49,"male",0.178554803,0.255892158,16,0.385225713,0.661070526,"FALSE","culinary arts",NA,"services","chef"
29,"male",0.186492234,0.412911087,2,0.321731359,0.337843537,"TRUE","medicine","TRUE","healthcare","medical doctor"
30,"female",0.175151974,0.28873229,3,0.214891627,0.19697383,"TRUE","clinical research","TRUE","healthcare","registered nurse"
30,"male",0.490856022,0.358766526,4,0.650367975,0.506406724,"FALSE","digital design","TRUE","arts & communication","illustrator"
41,"male",0.384320557,0.287858933,15,0.32531783,0.351310253,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
37,"female",0.357098,0.245716,10,0.358577162,0.325819135,"TRUE","education technology","TRUE","education","researcher"
33,"male",0.552682459,0.304905325,9,0.582337856,0.739460766,"FALSE","information technology","FALSE","computer & it","database administrator"
30,"female",0.349231958,0.286984146,5,0.272959918,0.433646142,"FALSE","business administration","FALSE","hr & admin","offinance manager"
44,"male",0.348320067,0.405915141,14,0.262103796,0.343456864,"TRUE","accountancy","FALSE","accounting & finance","accountant"
NA,NA,0.281814933,0.501148105,0,0.337342322,0.05362043,"FALSE","information technology","TRUE","hr & admin","recruiter"
27,"male",0.482826591,0.430118173,3,0.558280349,0.521661997,"FALSE","computer science","FALSE","computer & it","system analyst"
29,"female",0.158121943,0.255644441,6,0.311464846,0.20618169,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
25,"male",0.511754155,0.254813075,3,0.585207105,0.442537755,"TRUE","digital marketing","FALSE","arts & communication","public relations"
31,"male",0.587857068,0.324916005,5,0.650367975,0.506406724,"FALSE","digital design","FALSE","arts & communication","illustrator"
39,"male",0.245991915,0.296087325,8,0.009368958,0.021710955,"FALSE","culinary arts",NA,"services","chef"
31,"male",0.501776099,0.546946883,7,0.455313027,NA,"FALSE","computer science","FALSE","computer & it","application developer"
34,"male",0.398150206,0.243529916,8,0.32531783,0.37923193,"FALSE","business management","FALSE","accounting & finance","financial advisor"
28,"female",0.475792438,0.225232616,4,0.320031285,0.621259928,"FALSE","computer science","TRUE","computer & it","software engineer"
33,"female",0.419520468,0.243765071,7,0.553089082,0.49613145,"TRUE","financial management","FALSE","accounting & finance","financial manager"
32,"male",0.170632839,0.35397023,4,0.261095643,0.168340325,"TRUE",NA,"TRUE","healthcare","medical assistant"
27,"female",NA,0.275253892,1,0.447964996,0.485236704,"FALSE","computer science","TRUE","services","customer service representative"
28,"female",0.586131096,0.351676911,5,0.584887564,0.610594332,"FALSE","computer engineering","FALSE","computer & it","application developer"
37,"female",0.297956526,0.277468294,9,0.466981411,0.494126379,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
32,"male",0.280040652,0.24228096,4,0.402692914,0.785351515,"FALSE","secondary education","FALSE","services","tutor"
29,"female",0.181641787,0.269600272,1,0.05813052,0.492506415,"FALSE","art therapy","TRUE","healthcare","medical assistant"
28,"male",0.556738853,0.330943227,3,0.34200272,0.633684754,"FALSE","information technology","FALSE","computer & it","system analyst"
26,"female",0.529693604,0.264492035,3,0.596720636,0.621259928,"FALSE","computer engineering","FALSE","computer & it","software engineer"
34,"female",0.303440392,0.574884415,9,0.508994043,0.77847755,"FALSE","computer engineering","FALSE","computer & it","database administrator"
28,"female",0.312815,0.126573,5,0.295220345,0.51233083,"TRUE","behavior analysi","FALSE","education","sped teacher"
29,"male",0.332132041,0.216442019,5,0.567057431,0.608330846,"FALSE","event management","TRUE","arts & communication","event planner"
39,"male",0.36138612,0.246847272,12,0.652311504,0.662712455,"TRUE","accountancy","FALSE","accounting & finance","financial manager"
NA,NA,0.587241769,0.5706389,4,0.60665125,0.462707996,"FALSE",NA,"FALSE","hr & admin","recruiter"
NA,"female",0.27203089,0.227924913,9,0.50674051,0.815776348,"FALSE","hospitality management","FALSE","services","event planner"
35,NA,0.131850123,0.27490449,9,0.335168809,0.322036833,"TRUE","health informatics","TRUE","healthcare","medical laboratory technologist"
31,NA,NA,0.233959049,7,0.349655926,0.665568233,"FALSE","computer engineering","FALSE","computer & it","web developer"
36,"male",0.151854336,0.257646114,7,0.295616031,0.295200586,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
28,"female",0.050972775,0.361993968,2,0.246284977,0.20618169,"TRUE","supply chain management","TRUE","healthcare","medical laboratory technologist"
28,NA,0.149872273,0.288306713,2,0.428812414,0.506664634,"FALSE","communication","TRUE","services","customer service representative"
26,"female",0.250259519,0.277239025,2,0.545174718,0.420035481,"TRUE","event management","FALSE","arts & communication","event planner"
25,"female",0.336840212,0.272952795,4,0.647569299,0.385761976,"TRUE","event management","TRUE","arts & communication","event planner"
30,"male",0.341921479,0.284527242,2,0.485870242,0.474043548,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
27,"male",0.158121943,0.277419478,5,0.282725751,0.311511099,"TRUE","healthcare administration","TRUE","healthcare","pharmacist"
29,"female",0.046006121,0.33828491,5,0.32531783,NA,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
26,"male",0.181641787,0.345358312,1,0.32691294,0.556753516,"FALSE","pharmacy technology","TRUE","healthcare","pharmacist"
27,"female",0.442935705,0.290266335,3,0.458806276,0.506406724,"TRUE","graphic design","FALSE","arts & communication","illustrator"
52,"male",0.275515199,0.178929836,25,0.38690716,0.35164544,"FALSE",NA,"FALSE","hr & admin","clerk"
29,"male",0.186492234,0.410726339,2,0.276498616,0.337843537,"TRUE","medicine","TRUE","healthcare","medical doctor"
31,"female",0.481799483,0.329683185,4,0.472315818,0.594650626,"FALSE","economics","FALSE","accounting & finance","financial advisor"
33,"female",0.589953125,0.189259827,5,0.274331748,0.257582486,"FALSE",NA,"FALSE","hr & admin","project coordinator"
40,"male",0.286996,0.258852,12,0.413664818,0.445401639,"TRUE","computer science","TRUE","education","researcher"
29,"female",0.227067053,0.207336664,2,0.375383317,0.727416158,"FALSE","secondary education","FALSE","services","tutor"
27,"male",0.288784266,0.250020802,2,0.448860645,0.669856787,"TRUE","secondary education","FALSE","services","tutor"
33,"male",0.046006121,0.296916008,9,0.501124859,0.310758144,"TRUE","accountancy","FALSE","accounting & finance","financial manager"
40,"male",0.531464696,0.24244225,5,0.53817898,0.493163764,"TRUE","game design","FALSE","arts & communication","illustrator"
35,"male",0.175151974,0.335022777,0,0.253005475,0.175503135,"TRUE",NA,"FALSE","healthcare","medical laboratory technologist"
29,"male",0.349762708,0.27924782,5,0.241264984,0.654696226,"FALSE","culinary arts",NA,"services","chef"
28,"female",0.284523,0.126573,5,0.27411437,0.427240431,"TRUE",NA,"TRUE","education","sped teacher"
32,"male",0.356158316,0.160665333,7,0.374099106,0.319573343,"FALSE",NA,"FALSE","hr & admin","offinance manager"
58,"male",0.35021466,0.223836854,15,0.557355523,0.502339602,"TRUE","financial management","TRUE","accounting & finance","bookkeeper"
35,"female",0.151854336,0.325194925,7,0.356297672,0.43377167,"FALSE","medicine","TRUE","healthcare","medical doctor"
23,"male",0.382141352,0.40078041,NA,0.401276708,0.498986095,"FALSE",NA,"TRUE","services","customer service representative"
25,"female",0.571836233,0.199953645,2,0.390732944,0.630874753,"FALSE","information technology","FALSE","computer & it","software engineer"
40,"male",0.267380178,0.260598481,7,0.009368958,0.021710955,"FALSE","culinary arts",NA,"services","chef"
26,"female",0.234346896,0.215266794,3,0.339715749,NA,"FALSE","economics","FALSE","accounting & finance","financial advisor"
32,"male",0.158121943,0.308986485,5,0.387563258,0.494241029,"TRUE","occupational therapy","TRUE","healthcare","registered nurse"
29,"male",0.186492234,0.448807389,2,0.30605486,0.337843537,"TRUE","medicine","TRUE","healthcare","medical doctor"
40,"female",0.511754155,0.254813075,2,0.585207105,0.442537755,"TRUE","digital marketing","FALSE","arts & communication","public relations"
NA,"male",0.34962666,0.218918428,0,0.176498607,0.34039402,"FALSE",NA,"FALSE","hr & admin","clerk"
28,"female",0.446433485,0.19313243,5,0.34770155,0.259884477,"FALSE",NA,"FALSE","hr & admin","hr manager"
31,"female",0.358436167,0.424040556,2,0.557891965,0.508031964,"FALSE",NA,"TRUE","services","customer service representative"
24,"male",0.409403503,0.315757364,1,0.391395003,0.662849665,"FALSE","computer science","FALSE","computer & it","system analyst"
40,"female",0.464931726,0.302862585,17,0.511864305,0.609082699,NA,"financial management","FALSE","accounting & finance","auditor"
40,"male",0.32124716,0.253578871,10,0.337189436,0.630728364,"FALSE","computer engineering","FALSE","computer & it","web developer"
30,"male",0.159504011,0.354358554,6,0.299565911,0.192203164,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
28,"female",0.350900233,0.343905985,4,0.32531783,0.265271425,"FALSE","business management","FALSE","accounting & finance","financial advisor"
27,"male",0.503017545,0.176868394,1,0.38006711,0.293819427,"FALSE","business administration","FALSE","hr & admin","hr manager"
38,"female",0.430882,0.256703,8,0.367722511,0.260563493,"TRUE","statistics","TRUE","education","college professor"
42,"female",0.503617764,0.132615656,10,0.336848259,0.355463922,"FALSE",NA,"FALSE","hr & admin","recruiter"
27,"female",0.564788222,0.436954558,5,0.675181925,0.028755687,"FALSE","computer science","FALSE","computer & it","database administrator"
24,"female",0.309737742,0.15378803,3,0.36719805,0.319861174,"FALSE",NA,"FALSE","hr & admin","project coordinator"
33,"female",0.446542442,0.26189518,6,0.429599315,0.530580223,"FALSE","computer science","FALSE","computer & it","system analyst"
33,"male",0.356520385,0.269921482,7,0.272959918,0.479471415,"FALSE","business administration","FALSE","hr & admin","offinance manager"
42,NA,0.365226328,0.249177217,20,0.510170341,0.627744317,"TRUE","accountancy","FALSE","accounting & finance","auditor"
38,"male",0.359973073,0.251736134,10,0.498717785,0.626395941,"TRUE","financial management","FALSE","accounting & finance","financial manager"
28,"female",0.022965519,0.221347421,NA,0.217961907,0.522931814,"FALSE",NA,"TRUE","services","customer service representative"
25,"female",0.533008575,0.311134249,1,0.678999245,0.526679873,"TRUE","design and media","FALSE","arts & communication","graphic designer"
35,"male",0.331821859,0.235716656,6,0.304998398,0.282436162,"FALSE","business administration","TRUE","hr & admin","clerk"
27,"male",0.399738967,0.201427609,4,0.472165704,0.627676547,"TRUE","accountancy","FALSE","accounting & finance","auditor"
29,"female",0.438217044,0.282065094,5,0.342383772,0.58861208,"FALSE","computer engineering","TRUE","computer & it","web developer"
NA,"male",0.186985761,0.268344045,22,0.321499467,0.661070526,"FALSE","culinary arts",NA,"services","chef"
33,"male",0.433346272,0.266959906,8,0.482769638,0.399366617,"TRUE","finance","FALSE","accounting & finance","financial manager"
24,"female",0.310142159,0.22324881,1,0.402768433,NA,"FALSE","hospitality management","TRUE","services","hotel and restaurant staff"
31,"female",0.343053,0.235697,9,0.385379374,0.247790441,"TRUE","education","TRUE","education","researcher"
30,"female",0.170632839,0.232556909,4,0.28167668,0.230239064,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
28,"male",0.175151974,0.241178364,3,0.315557212,0.214749843,"TRUE","medicine","TRUE","healthcare","medical doctor"
36,"male",0.531716347,0.355237126,9,0.546923399,0.028755687,"FALSE","information technology","FALSE","computer & it","database administrator"
36,"female",0.046006121,0.230061918,13,0.501841307,0.630244374,NA,"accountancy","FALSE","accounting & finance","auditor"
29,NA,0.61490202,0.447912991,6,0.482040703,0.028755687,"FALSE","information technology","FALSE","computer & it","database administrator"
26,"male",0.015580887,0.1742495,1,0.315509737,0.591327429,"FALSE","hotel and restaurant management","TRUE","services","hotel and restaurant staff"
NA,"male",0.422349393,0.230654389,28,0.547734559,0.647156477,NA,"accountancy","FALSE","accounting & finance","auditor"
32,"male",0.388685167,0.32938686,4,0.310899287,0.308937699,"FALSE",NA,"FALSE","hr & admin","hr manager"
26,"female",0.321596086,0.362467617,2,0.328989744,0.473113477,"FALSE","hotel and restaurant management","TRUE","services","hotel and restaurant staff"
35,NA,0.546380758,0.354376793,8,0.54772073,0.589421034,"FALSE","computer science","FALSE","computer & it","database administrator"
31,"male",0.42862761,0.238691866,4,0.468106776,0.526679873,"FALSE","graphic design","TRUE","arts & communication","graphic designer"
26,"female",0.304541886,0.257427096,5,0.628148675,0.55803436,"TRUE","finance","FALSE","accounting & finance","financial manager"
NA,"male",0.575810671,0.44058761,9,0.741803646,0.028755687,"FALSE","information technology","FALSE","computer & it","database administrator"
34,"male",0.571866512,0.307254046,3,0.468106776,0.526679873,"FALSE","graphic design","TRUE","arts & communication","graphic designer"
38,"female",0.315979,0.207036,9,0.405567825,0.228446737,"TRUE","elementary education","FALSE","education","sped teacher"
37,NA,0.502681971,0.272731632,12,NA,NA,"TRUE","financial management","FALSE","accounting & finance","auditor"
38,"male",0.329534531,0.273351371,6,0.55576998,0.474043548,"FALSE","economics","FALSE","accounting & finance","financial advisor"
NA,"male",0.510711312,0.327810228,4,0.339632392,0.570697606,"FALSE","business administration","TRUE","services","hotel and restaurant staff"
52,"female",0.581743836,0.310650349,2,0.557966828,0.524649441,"TRUE","visual design","FALSE","arts & communication","graphic designer"
26,"male",0.550577223,0.190121174,6,0.641197085,0.595551372,"TRUE","marketing","TRUE","arts & communication","event planner"
NA,"female",0.310981,0.253424,9,0.282827735,0.241859198,"FALSE","human resources","TRUE","education","college professor"
26,"female",0.501562119,0.258508772,2,0.348354101,NA,"FALSE","computer science","FALSE","computer & it","software engineer"
37,"female",0.318674862,0.246890619,10,0.520154953,0.607433915,"TRUE","accountancy","FALSE","accounting & finance","bookkeeper"
33,"female",0.478469,0.207036,7,0.37284416,0.207181424,"TRUE","education","FALSE","education","sped teacher"
39,"female",0.015580887,0.400403738,8,0.284147888,0.676845431,"FALSE","culinary arts",NA,"services","chef"
23,"female",0.357796609,0.405571103,3,0.540560424,0.477192849,"TRUE",NA,"FALSE","arts & communication","event planner"
31,"female",0.151854336,0.175765187,7,0.249455348,0.213081807,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
29,"male",0.450995594,0.316812307,2,0.533354044,0.400111884,"TRUE","nonprofit leadership","FALSE","arts & communication","public relations"
27,"male",0.158121943,0.277419478,5,0.282725751,0.311511099,"TRUE","healthcare administration (mha)","TRUE","healthcare","pharmacist"
27,"female",0.276789397,0.170994952,2,0.272568643,0.559110224,"FALSE","business administration","FALSE","hr & admin","offinance manager"
35,"female",0.175151974,0.225063771,3,0.273187697,0.492506415,"TRUE",NA,"TRUE","healthcare","medical assistant"
NA,"female",0.398976,0.264376,6,0.253696382,0.417560786,"FALSE","computer science","TRUE","education","college professor"
28,"female",0.187347591,0.274128139,2,0.382335305,0.215496197,"TRUE","medical laboratory technology","TRUE","healthcare","medical laboratory technologist"
34,"male",0.247292608,0.218921766,1,0.576966643,0.367355824,"TRUE","accountancy","FALSE","accounting & finance","bookkeeper"
28,"female",0.26402694,0.426409006,5,0.264434159,0.690750957,"FALSE","culinary arts",NA,"services","chef"
30,"male",0.170632839,0.248462558,4,0.179680109,0.237211764,"TRUE","nutrition and dietetics","TRUE","healthcare","registered nurse"
NA,"male",NA,0.211965486,7,0.370003283,0.608793378,"FALSE","computer science","FALSE","computer & it","web developer"
NA,"female",0.285858,0.198957,4,0.076751664,0.310412228,"FALSE",NA,"TRUE","education","researcher"
48,"female",0.492091954,0.170301482,13,0.300577492,0.431288838,"FALSE","business administration","FALSE","hr & admin","offinance manager"
42,"male",0.408508778,0.187077701,20,0.50174439,0.637629271,"TRUE","accountancy","FALSE","accounting & finance","auditor"
28,"male",0.175151974,0.241178364,3,0.319225639,0.214749843,"TRUE","medicine","TRUE","healthcare","medical doctor"
30,"female",0.438089311,0.334099233,6,0.564855635,0.508545637,"FALSE","visual arts","TRUE","arts & communication","illustrator"
60,"female",0.4637568,0.383483529,7,0.622950733,0.580475926,"FALSE","digital marketing","FALSE","arts & communication","public relations"
35,NA,0.523472965,0.420814186,8,0.425346792,NA,"FALSE","information technology","FALSE","computer & it","database administrator"
NA,"male",0.621016145,0.464529544,4,0.233523577,0.435782999,"FALSE",NA,"FALSE","hr & admin","recruiter"
28,"male",0.565357566,0.288734376,3,0.555359364,0.508545637,"TRUE","graphic design","TRUE","arts & communication","illustrator"
34,"male",0.159504011,0.302951485,6,0.351276726,0.432797998,"TRUE","nursing","TRUE","healthcare","registered nurse"
25,"male",0.595788062,0.199953645,2,0.390732944,0.028755687,"FALSE","computer science","FALSE","computer & it","software engineer"
31,"female",0.176101878,0.308935821,2,0.380152941,0.021710955,"FALSE","finance","TRUE","services","customer service representative"
34,"male",0.533374548,0.373541117,8,0.648002863,NA,"FALSE","information technology","FALSE","computer & it","database administrator"
40,"male",0.390345544,0.304543912,17,0.32531783,0.292126,"FALSE","economics","FALSE","accounting & finance","financial advisor"
30,"female",0.478320718,0.243425593,6,0.319780827,0.538007379,"TRUE","financial management","FALSE","accounting & finance","financial manager"
37,"female",0.503536463,0.156762093,8,0.358234644,0.172900558,"FALSE","business administration","FALSE","hr & admin","offinance manager"
35,"female",0.151854336,0.325194925,7,0.356297672,0.43377167,"TRUE","medicine","TRUE","healthcare","medical doctor"
36,"female",0.347241282,0.195621192,4,0.624954939,0.54974103,"TRUE","event management","FALSE","arts & communication","event planner"
33,"female",0.585562587,0.229681224,7,0.754938066,0.589421034,"FALSE","information technology","FALSE","computer & it","database administrator"
NA,"female",0.518234968,0.179810598,20,0.369074136,0.335595787,"FALSE","business administration","FALSE","hr & admin","hr manager"
47,"female",0.046006121,0.316009223,24,0.559509218,0.644211531,"TRUE","financial management","FALSE","accounting & finance","auditor"
NA,"female",0.446136087,0.249354392,1,0.591092348,0.47163862,"FALSE","information technology","FALSE","computer & it","system analyst"
28,"male",0.015580887,0.380028158,1,0.374621779,0.438033432,"FALSE","hospitality management","TRUE","services","hotel and restaurant staff"
NA,"male",0.595788062,0.199953645,2,0.390732944,0.630874753,"FALSE","computer science","FALSE","computer & it","software engineer"
35,"female",0.306034,0.143925,1,0.149229228,0.287334472,"FALSE","psychology","FALSE","education","sped teacher"
32,"female",0.158121943,0.290662348,5,0.650978446,0.43377167,"TRUE","medicine","TRUE","healthcare","medical doctor"
29,"male",0.043394651,0.353735924,5,0.489914894,0.660190701,"FALSE","computer science","FALSE","computer & it","application developer"
NA,NA,0.158121943,0.30042273,8,0.263429761,0.213081807,"TRUE","healthcare compliance","TRUE","healthcare","medical laboratory technologist"
26,"female",0.452405572,0.242285475,5,0.571368217,0.639407516,"TRUE","accountancy","FALSE","accounting & finance","auditor"
27,"female",0.175151974,0.309522271,4,0.276637673,0.334703803,"TRUE","research coordination","TRUE","healthcare","medical laboratory technologist"
28,"female",0.475792438,0.225232616,4,0.320031285,0.621259928,"FALSE","computer science","FALSE","computer & it","software engineer"
31,"male",0.315511763,0.325363487,8,0.167684287,0.323598653,"TRUE","accountancy","FALSE","accounting & finance","accountant"
47,"male",0.386686414,0.248170167,3,0.591997623,0.596837699,"FALSE","crisis communication","TRUE","arts & communication","public relations"
30,"female",0.282672644,0.184250638,2,0.311003089,0.502624273,"FALSE","psychology","TRUE","services","customer service representative"
33,"male",0.490477502,0.295317888,8,0.532107294,0.669647872,"FALSE","information technology","TRUE","computer & it","system analyst"
30,"female",0.175151974,0.25910977,4,0.254429311,0.228291422,"TRUE","healthcare administration","TRUE","healthcare","medical laboratory technologist"
50,"female",0.441721261,0.342386395,2,0.522477567,0.476115763,"TRUE","journalism","TRUE","arts & communication","public relations"
27,"male",0.467811823,0.300173402,3,0.460505605,0.506406724,"TRUE","digital art","TRUE","arts & communication","illustrator"
30,"female",0.297273278,0.30202806,9,0.339715749,0.3921538,"FALSE","business management","FALSE","accounting & finance","financial advisor"
29,"female",0.22910887,0.284534872,5,0.225004405,0.343114138,"TRUE","accountancy","FALSE","accounting & finance","accountant"
29,"female",0.532841146,0.300173402,4,0.650367975,0.506406724,"TRUE","digital design","FALSE","arts & communication","illustrator"
38,"male",0.275471449,0.262222588,15,0.064886846,0.039647106,"FALSE","business","FALSE","accounting & finance","financial advisor"
NA,"male",0.279873,0.272264,12,0.282670945,0.23545821,"TRUE","economic","TRUE","education","college professor"
32,"male",0.401670694,0.334285617,3,0.351207137,0.303052396,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
59,"male",0.365181625,0.237278283,14,0.282793045,0.211975038,"FALSE",NA,"FALSE","hr & admin","hr manager"
31,"male",0.043394651,0.38813886,8,0.65400821,0.589421034,"FALSE","computer science","FALSE","computer & it","database administrator"
28,"female",0.511419535,0.208485723,5,0.552585542,0.549565911,"TRUE","public relations","TRUE","arts & communication","public relations"
25,"male",0.270399839,0.240754172,2,0.340908289,0.625031233,"FALSE","primary eucation","FALSE","services","tutor"
28,"female",0.47262001,0.150156289,7,0.401644051,0.38062197,"FALSE",NA,"FALSE","hr & admin","clerk"
NA,"male",0.456006825,0.305630147,2,0.334534764,0.208999068,"FALSE",NA,"TRUE","hr & admin","project coordinator"
27,"female",0.318238676,0.28898102,5,0.381128013,0.551202834,"TRUE","finacial management","FALSE","accounting & finance","financial manager"
23,NA,0.256937385,0.434633911,NA,0.334013402,0.479564965,"FALSE",NA,"TRUE","services","customer service representative"
NA,"male",0.307618082,0.388532728,1.5,0.528822184,NA,"TRUE","accountancy","FALSE","accounting & finance","bookkeeper"
33,"male",0.256518066,0.172483981,5,0.387604058,0.21952039,"FALSE",NA,"FALSE","hr & admin","clerk"
34,"male",0.445080549,0.282065094,7,0.342383772,0.608793378,"FALSE","computer engineering","FALSE","computer & it","web developer"
55,"female",0.35073781,0.117150411,12,0.294959962,0.405215919,"FALSE",NA,"FALSE","hr & admin","offinance manager"
29,"male",0.327210963,0.185709983,6,0.38065815,0.232146859,"FALSE",NA,"FALSE","hr & admin","clerk"
34,"male",0.151854336,0.267261893,7,0.255045533,0.432797998,"TRUE","medicine","TRUE","healthcare","registered nurse"
30,"female",0.270392895,0.192473114,5,0.399454474,0.502439082,"TRUE","business administration","TRUE","hr & admin","offinance manager"
28,"female",0.08117824,0.216343701,2,0.264821887,0.559138179,"FALSE","business administration","TRUE","services","customer service representative"
NA,"female",0.315803,0.203972,7,0.260197937,0.201189861,"FALSE","history","TRUE","education","college professor"
